paper,mean_cosine,mean_jaccard,mean_entropy,num_cv_mean,row_match_rate
Effect+of+Glucose+Addition+on+Laccase+Production_.txt,0.90872335,0.3444444444444444,1.0286031915545235,,0.0
Effect+of+Mechanical+Forces+on+Fungal+Morphology_.txt,0.90373963,0.35891099055656017,1.1384332247125764,,0.0
Effects+of+Mn2%2B+and+NH4%2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_.txt,0.9495952,0.4635565101262511,0.8850601704674191,,0.0
Enhancement+of+Laccase+Production+in+Trametes+pubescens_.txt,0.8760169,0.4270348837209303,1.1439863149899623,0.0,0.0
Evaluation+of+Argentinean+white+rot+fungi+for+their+ability+to+produce+lignin-modifying+enzymes+and+decolourise+industrial+dyes_.txt,0.826585,0.49348623617845505,1.3411780852418862,0.0,0.0
Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_.txt,0.8877769,0.2815532553830426,1.731371325455786,0.2857142857142857,0.0
Fungal+dye+decolourization%3A+Recent+advances+and+future+potential_.txt,0.94684935,0.5796872158574287,0.6598314397217376,,0.4444444444444444
HPLC+and+spectrophotometric+analysis+of+biodegradation+of+azo+dyes+by+Pleurotus+ostreatus_.txt,0.7967331,0.22371608464122159,1.743254288197358,0.2449489742783178,0.0
Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_.txt,0.84673053,0.4206680364575101,1.2942063378204056,0.02644352377967751,0.0
Induction+of+Laccase+Production+by+T.+pubescens_.txt,0.8875039,0.3616290122102801,1.6204798932750102,,0.0
Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.txt,0.86858183,0.5368686868686868,1.2409219031105314,,0.0
Investigation+on+the+biodegradation+of+polyesters+by+isolated+mesophilic+microbes_.txt,0.9132676,0.3636590533649357,1.396556376861412,0.17863707232081882,0.06666666666666667
Kinetics+of+Oxygen+Utilization+in+Bioreactors_.txt,0.8591838,0.3303872053872054,1.7180706496253577,,0.0
Kinetics+of+wheat+straw+solid-state+fermentation+with+Trametes+versicolor+and+Pleurotus+ostreatus%3A+lignin+and+polysaccharide+alteration+of+related+enzymatic+activities_.txt,0.91588277,0.5376943724546465,1.5126610270229532,,0.2101449275362319
Lignin-degrading+enzymes+of+the+commercial+button+mushroom%2C+Agaricus+bisporus_.txt,0.9126015,0.6522222222222221,1.1420047187622258,,0.0
Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.txt,0.9414138,0.48976289969539727,1.3713184143047774,0.5370861555295746,0.9047619047619048
Malignant+transformation+by+malachite+green_.txt,0.9622838,0.3636529725869271,1.5650225500223762,0.16216216216216217,0.041666666666666664
Microbial+decolorization+of+azo+dyes+and+a+dye+industry+effluent+by+Fomes+lividus_.txt,0.94421655,0.6521342706081662,1.8393689766509396,,0.1111111111111111
Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.txt,0.87184113,0.3100983606557377,1.5818180115828853,0.10690449676496976,0.0
Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015.txt,0.93136615,0.4049342304661454,1.685585724750016,0.3227394891930038,0.0
Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_.txt,0.9364729,0.40538780844392425,1.6060157336457008,,0.0
Removal+of+humic+acid+fraction+by+Rhizopus+arrhizus%3A+uptake+and+kinetic+studies_.txt,0.9811392,0.5550661545027742,1.2905695199880234,,0.5
Role+of+brown-rot+fungi+in+the+bioremoval+of+azo+dyes+under+different+conditions_.txt,0.8606041,0.41209507281883767,1.4599222794199653,0.17043195952715465,0.0
Screening+of+novel+laccase+producers-isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.txt,0.9056394,0.7453588673100868,0.782752367670091,,0.4166666666666667
Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_.txt,0.8347352,0.30898799407927197,1.3659338772102623,0.3194382824999699,0.06666666666666667
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+Irpex+lacteus_.txt,0.90317416,0.517478537609568,1.0905512933532533,,0.27777777777777773
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._.txt,0.93530536,0.334193788538413,1.338398120582528,0.07189414517376956,0.037037037037037035
Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.txt,0.7956831,0.7055302120848338,0.9767247058898295,,0.2962962962962963
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_.txt,0.8824937,0.5246303079636413,0.8765621586290007,0.13880913458177396,0.0
Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_.txt,0.77322054,0.5621958121109225,0.3716564395906183,,0.0
White+rot+fungi%3A+an+ingenious+army+for+environmental+protection_.txt,0.89653164,0.38118668149246354,1.2536170084176594,,0.0
mp-2.txt,0.8902788,0.7438247606481155,0.7050231674794835,0.0,0.3333333333333333
