paper,mean_cosine,mean_jaccard,mean_entropy,num_cv_mean,row_match_rate
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._.txt,0.79083127,0.23691574126356732,2.430135766577103,,0.0
Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_.txt,0.87733454,0.6436781609195402,1.1192071022235575,,0.6666666666666666
Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.txt,0.9219598,0.35000000000000003,1.5611756735672317,,0.0
Control+of+Pellet+Morphology+in+Fluidized+Bed+Reactor_.txt,0.8194645,0.15306170237677086,1.9799590591710312,0.00575432161983012,0.0
Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_.txt,0.8952752,0.5408029878618114,1.086418705175201,0.05937504553028356,0.0
Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_.txt,0.8215051,0.30883874097303354,2.203954442968998,0.04513447539488601,0.0
Decolorization+and+degradation+of+synthetic+dyes+on+the+mycelium+of+Trametes+versicolor_.txt,0.9415233,0.6039028343132821,1.2488997440519076,,0.0
Decolorization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsuta_.txt,0.8604698,0.42581308731630535,1.4312397216702513,,0.0
Decolorization+and+detoxification+of+triphenylmethane+dyes+by+isolated+endophytic+fungus%2C+Bjerkandera+adusta+SWUSI4+under+non-nutritive+conditions_.txt,0.9137909,0.4570149253731343,1.3432563359413743,,0.3055555555555555
Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_.txt,0.90867954,0.3802889245585875,1.5529852451341297,0.1901050924476992,0.0
Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.txt,0.76164466,0.4957904414426153,1.8606558418459782,,0.0
Decolorization+of+azo+dyes+and+simulated+dye+bath+wastewater+using+acclimatized+microbial+consortium--biostimulation+and+halo+tolerance_.txt,0.85693,0.4588007812066535,1.690565518036834,0.023112295309590143,0.0
Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_.txt,0.9846038,0.40716999050332386,1.4908864826949049,0.0035752125163522465,0.634920634920635
Decolorization+of+dye+by+wood+rotting+basidiomycete+fungi_.txt,0.94805765,0.48494734432234426,1.1106768417632629,0.3533910239300182,0.19047619047619047
Decolorization+of+malachite+green+by+two+fungal+microorganisms_2008.txt,0.9441977,0.5434380371933115,1.0374762311633843,,0.3333333333333333
Decolorization+of+mixtures+of+different+reactive+textile+dyes+by+the+white-rot+basidiomycete+Phanerochaete+sordida+and+inhibitory+effect+of+polyvinyl+alcohol_.txt,0.9571281,0.4247439831777798,1.3015431345511832,0.16487551523355376,0.0
Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_.txt,0.9215246,0.2848680327177671,2.100077697480665,0.1246689099454519,0.0
Decolorization+of+polymeric+dyes+by+a+novel+Penicillium+isolate_.txt,0.9168475,0.4234899205075711,1.9518683717038192,,0.0
Decolorization+of+synthetic+dyes+by+laccase+immobilized+on+epoxy-activated+carriers_.txt,0.8857377,0.4440314587373411,1.1442731496682212,,0.0
Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,0.9089193,0.49001501501501493,1.0698745989571377,0.11479836015358418,0.16666666666666666
Decolorization+of+synthetic+dyes+by+white-rot+fungi%2C+Enzyme+and..._.txt,0.8715708,0.4189273689273689,1.3777982328751472,0.48214944904903084,0.0
Decolorization+of+synthetic+textile+dyes+by+Phlebia+tremellosa_.txt,0.9437763,0.573211518975656,1.7300258551951304,,0.2678062678062678
Decolorization+of+textile+dyes+and+their+effluents+using+white+rot+fungi_.txt,0.90545005,0.5363678804855275,1.5721583127200551,0.5468043077446616,0.25
Decolorization+of+textile+dyes+by+Phanerochaete+chrysosporium+and+Pleurotus+sajorcaju_.txt,0.88186604,0.4734635734635735,1.7138302229721483,,0.0
Decolorization+of+textile+dyes+by+white+rot+fungi_.txt,0.8332355,0.3239274572938922,1.661233392820582,,0.0
Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_.txt,0.9358004,0.3663920099875156,1.535144290288425,0.21757131728816848,0.2380952380952381
Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.txt,0.91890603,0.4846860337426375,1.4723084726157276,,0.0
Decolorization+of+triphenylmethane+dyes+by+the+bird%27s+nest+fungus..._.txt,0.9304786,0.600941604106161,1.4747931192659791,,0.0
Decolouration+of+textile+dyes+by+fungal+pellets_.txt,0.8322237,0.4241701270003157,1.3823706812421497,0.047619047619047616,0.0
Decolourisation+and+detoxification+in+the+fungal+treatment+of+textile+wastewaters_.txt,0.8010356,0.3410761354420114,2.239542730915638,0.20677693188585525,0.0
Decolourization+of+azo+dyes+and+a+dye+industry+effluent+by+white+rot+fungus+Thelephora+sp._.txt,0.95403,0.6059790699870006,1.9816961349599282,0.14675330930776107,0.125
Decolourization+of+synthetic+dyes+by+solid+state+cultures+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,0.9208562,0.30382123720132137,1.3850588815107014,0.13355114986922126,0.0
Decolourization+of+synthetic+dyes+using+rice+straw+attached+Pleurotus+ostreatus_.txt,0.8844902,0.44392847296073107,1.4477102276005258,,0.0
Degradation+of+azo+dyes+by+environmental+microorganisms+and+helminths_.txt,0.8968062,0.8251888251888252,1.8892353484514042,0.061303549218948185,0.3333333333333333
Degradation+of+dyes+by+white+rot+fungi_.txt,0.7468624,0.47986837011227257,0.9819671231219622,1.6447748512965279e-16,0.0
Degradation+of+sulfonated+azo+dyes+and+sulfanilic+acid+by+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_.txt,0.8702994,0.2804068169323804,2.288084619297169,0.2841971146933057,0.0
Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_.txt,0.88236046,0.3119147002867933,2.2933221587411285,,0.0
Development+of+a+bioreactor+system+using+an+immobilized+white+rot+fungus+for+decolourization%2C+Part+II%3A+Continuous+decolourization+tests_.txt,0.90318316,0.31860722725877944,1.720761696660069,,0.0
Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.txt,0.8907059,0.426108281456329,1.517077190181029,,0.0
Dye+removal+by+low+cost+adsorbents%3A+Hazelnut+shells+in+comparison+with+wood+sawdust_.txt,0.90488595,0.35807003584781366,1.1380274800262584,,0.0
Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_.txt,0.78422713,0.6782909781248652,1.4622162253484383,0.35121429450079433,0.0
Effect+of+Glucose+Addition+on+Laccase+Production_.txt,0.87669516,0.4250128008192524,1.7559040009720552,,0.3055555555555555
Effect+of+Mechanical+Forces+on+Fungal+Morphology_.txt,0.7874082,0.25910808767951626,1.7543553032529153,,0.0
Effect+of+carbon+sources+on+dye+decolorization_.txt,0.868962,0.23091772569683613,2.2943163138847624,0.18162078931419476,0.0
Effects+of+Mn2%2B+and+NH4%2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_.txt,0.90166473,0.4306328592042878,1.0931586563512516,,0.0
Enhancement+of+Laccase+Production+in+Trametes+pubescens_.txt,0.8680954,0.32546705998033426,1.62879242128954,1.5313421029312507e-16,0.0
Evaluation+of+Argentinean+white+rot+fungi+for+their+ability+to+produce+lignin-modifying+enzymes+and+decolourise+industrial+dyes_.txt,0.86938334,0.49131334183594116,1.1856300943239142,1.7080354225002412e-16,0.16666666666666666
Fed+Batch+Experiment+for+Laccase+Production_.txt,0.86474615,0.26649578848467864,2.41946321252618,0.13548162643887862,0.0
Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_.txt,0.84581155,0.2999641808152446,1.8265233718425078,,0.0
Fungal+dye+decolourization%3A+Recent+advances+and+future+potential_.txt,0.7869223,0.6013888888888889,0.778765151952216,,0.0
HPLC+and+spectrophotometric+analysis+of+biodegradation+of+azo+dyes+by+Pleurotus+ostreatus_.txt,0.8562047,0.3826169171539003,1.8644888342712533,0.11436637208122068,0.0
Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_.txt,0.8983876,0.3129813021117369,1.1522340435580014,0.023391812865497075,0.0
Induction+of+Laccase+Production+by+T.+pubescens_.txt,0.797231,0.37695834504345144,1.9056098595717883,,0.0
Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.txt,0.89566153,0.38476021820550405,1.2048798379119268,,0.0
Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._.txt,0.85424286,0.25460245645498764,2.0343905973678647,,0.0
Investigation+on+the+biodegradation+of+polyesters+by+isolated+mesophilic+microbes_.txt,0.9546136,0.34623586290252956,1.6287591918240067,,0.0
Isolation+and+screening+of+basidiomycetes+with+high+peroxidative+activity_.txt,0.89429265,0.24426566901254917,2.212989142843035,0.06569344066949079,0.0
Kinetics+of+Oxygen+Utilization+in+Bioreactors_.txt,0.8909007,0.31451247165532886,1.6438377484949114,,0.0
Kinetics+of+wheat+straw+solid-state+fermentation+with+Trametes+versicolor+and+Pleurotus+ostreatus%3A+lignin+and+polysaccharide+alteration+of+related+enzymatic+activities_.txt,0.8882051,0.5476247696867741,1.4574372766879187,,0.0
Lignin-degrading+enzymes+of+the+commercial+button+mushroom%2C+Agaricus+bisporus_.txt,0.74916285,0.5880022637238257,1.5979581779465786,,0.0
Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.txt,0.94663185,0.3460340282770189,1.383495971203748,0.5261600630792374,0.2222222222222222
Malignant+transformation+by+malachite+green_.txt,0.9043413,0.29480312612980625,2.0986765833782255,0.09343406724875927,0.0
Microbial+decolorization+of+azo+dyes+and+a+dye+industry+effluent+by+Fomes+lividus_.txt,0.96965235,0.7617283950617284,1.8039428070011596,,0.65
Mycoremediation%3A+fungal+bioremediation_.txt,0.8643561,0.2431032876069653,2.9830093519942666,0.12846698183661037,0.0
Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.txt,0.94039375,0.4126096447968859,1.3711252445809325,,0.19047619047619047
Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015.txt,0.83781123,0.3250471071571989,1.8641102963633485,0.30337762595464385,0.0
Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_.txt,0.8511355,0.5168065268065268,1.2235099793453956,,0.0
Removal+of+humic+acid+fraction+by+Rhizopus+arrhizus%3A+uptake+and+kinetic+studies_.txt,0.93250227,0.36680554071858423,1.5923010435148137,,0.0
Role+of+brown-rot+fungi+in+the+bioremoval+of+azo+dyes+under+different+conditions_.txt,0.9777351,0.7385143158728065,1.0853898516771052,0.11971242169453802,0.5388888888888889
Screening+of+novel+laccase+producers-isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.txt,0.82399416,0.6173744860262945,1.1654680582628216,,0.0
Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_.txt,0.6846406,0.3224799081515499,2.3404589551562807,0.6720294302856634,0.0
Strategy+for+dye+adsorption+and+microbial+treatment_.txt,0.82575464,0.3883871903673884,1.6688523482443427,,0.0
The+potential+for+white+rot+fungi+in+the+treatment+of+pollutants_.txt,0.9361038,0.259267434198394,2.371722617146058,,0.0
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+Irpex+lacteus_.txt,0.76710415,0.4347008218456468,1.2879566956511133,,0.0
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._.txt,0.971539,0.3957087715152232,1.5591876851736322,0.07265354149075615,0.0
Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.txt,0.92639285,0.6415548675610595,1.052581019064849,,0.3333333333333333
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.txt,0.77520174,0.5457653457653457,1.8337034732455435,0.2040179135592503,0.0
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_.txt,0.83427936,0.4154320987654321,1.3275325848167838,0.22621285866583693,0.0
Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_.txt,0.8295925,0.4499647639182523,0.5282980113144666,,0.0
White+rot+fungi%3A+an+ingenious+army+for+environmental+protection_.txt,0.96288043,0.3219706712939336,1.3965806458165593,,0.0
mp-2.txt,0.90360326,0.6242676767676767,1.241530332410978,0.0,0.0
